patron,drink,executionTime,queueLevel,arrivalTime,serviceStartTime,completionTime,waitingTime,turnaroundTime,responseTime
1,Red Wine,25,0,1779016351251,1779016351319,1779016351350,68,99,68
0,Red Wine,25,0,1779016351348,1779016351356,1779016351386,8,38,8
2,Vodka shot,20,0,1779016351366,1779016351393,1779016351418,27,52,27
2,Tequila shot,20,0,1779016351422,1779016351425,1779016351450,3,28,3
2,Draft Beer,50,0,1779016351453,1779016351456,1779016351506,3,53,3
0,Beer,25,0,1779016351542,1779016351542,1779016351572,0,30,0
3,Red Wine,25,0,1779016351593,1779016351593,1779016351620,0,27,0
2,Gin and Tonic,40,0,1779016351612,1779016351628,1779016351671,16,59,16
0,Vodka shot,20,0,1779016351676,1779016351678,1779016351703,2,27,2
0,Gin and Tonic,40,0,1779016351708,1779016351710,1779016351755,2,47,2
3,Mojito,75,0,1779016351773,1779016351773,1779016351850,0,77,0
4,Vodka shot,20,0,1779016351964,1779016351965,1779016351989,1,25,1
3,Red Wine,25,0,1779016351965,1779016351996,1779016352025,31,60,31
4,Vodka shot,20,0,1779016351993,1779016352032,1779016352057,39,64,39
4,Mojito,75,0,1779016352062,1779016352065,1779016352145,3,83,3
3,Bloody Mary,70,0,1779016352180,1779016352180,1779016352251,0,71,0
4,White Wine,25,0,1779016352256,1779016352258,1779016352285,2,29,2
5,Pina Colada,100,0,1779016352359,1779016352360,1779016352464,1,105,1
3,Pina Colada,100,0,1779016352407,1779016352471,1779016352576,64,169,64
4,Beer,25,0,1779016352436,1779016352584,1779016352609,148,173,148
6,B52,200,0,1779016352550,1779016352616,1779016352818,66,268,66
5,Margarita,75,0,1779016352589,1779016352825,1779016352905,236,316,236
7,Martini,60,0,1779016352616,1779016352912,1779016352975,296,359,296
6,Martini,60,0,1779016352830,1779016352981,1779016353046,151,216,151
5,White Wine,25,0,1779016353006,1779016353053,1779016353083,47,77,47
7,Mojito,75,0,1779016353089,1779016353091,1779016353168,2,79,2
6,Cider,25,0,1779016353162,1779016353176,1779016353208,14,46,14
5,Beer,25,0,1779016353239,1779016353239,1779016353269,0,30,0
7,Mojito,75,0,1779016353281,1779016353281,1779016353361,0,80,0
8,Gin and Tonic,40,0,1779016353418,1779016353418,1779016353463,0,45,0
9,Cosmopolitan,65,0,1779016353428,1779016353471,1779016353537,43,109,43
8,Cider,25,0,1779016353579,1779016353579,1779016353607,0,28,0
9,Draft Beer,50,0,1779016353589,1779016353614,1779016353666,25,77,25
8,Draft Beer,50,0,1779016353712,1779016353712,1779016353767,0,55,0
8,B52,200,0,1779016353871,1779016353871,1779016354075,0,204,0
8,Beer,25,0,1779016354088,1779016354088,1779016354114,0,26,0
8,Red Wine,25,0,1779016354220,1779016354220,1779016354248,0,28,0
0,Beer,25,0,1779016369526,1779016369527,1779016369557,1,31,1
0,Draft Beer,50,0,1779016369662,1779016369663,1779016369717,1,55,1
0,Cider,25,0,1779016369823,1779016369823,1779016369850,0,27,0
1,Pina Colada,100,0,1779016370022,1779016370022,1779016370127,0,105,0
1,Mojito,75,0,1779016370251,1779016370251,1779016370330,0,79,0
1,Tequila shot,20,0,1779016370446,1779016370446,1779016370470,0,24,0
1,Vodka shot,20,0,1779016370474,1779016370478,1779016370498,4,24,4
2,Vodka shot,20,0,1779016371011,1779016371011,1779016371034,0,23,0
2,Mojito,75,0,1779016371038,1779016371042,1779016371122,4,84,4
3,Draft Beer,50,0,1779016371064,1779016371130,1779016371183,66,119,66
4,Beer,25,0,1779016371261,1779016371261,1779016371291,0,30,0
3,Martini,60,0,1779016371288,1779016371299,1779016371364,11,76,11
4,Beer,25,0,1779016371396,1779016371397,1779016371427,1,31,1
5,White Wine,25,0,1779016371413,1779016371434,1779016371464,21,51,21
3,Beer,25,0,1779016371479,1779016371479,1779016371509,0,30,0
4,Mojito,75,0,1779016371530,1779016371530,1779016371609,0,79,0
6,Red Wine,25,0,1779016371546,1779016371617,1779016371647,71,101,71
3,Gin and Tonic,40,0,1779016371614,1779016371655,1779016371697,41,83,41
5,Draft Beer,50,0,1779016371620,1779016371705,1779016371760,85,140,85
7,Cider,25,0,1779016371627,1779016371767,1779016371797,140,170,140
4,White Wine,25,0,1779016371720,1779016371805,1779016371835,85,115,85
6,B52,200,0,1779016371800,1779016371842,1779016372046,42,246,42
3,Draft Beer,50,0,1779016371813,1779016372054,1779016372109,241,296,241
5,Pina Colada,100,0,1779016371866,1779016372116,1779016372217,250,351,250
7,Red Wine,25,0,1779016371903,1779016372224,1779016372253,321,350,321
4,Cider,25,0,1779016371990,1779016372259,1779016372285,269,295,269
6,Cider,25,0,1779016372059,1779016372291,1779016372319,232,260,232
8,Cider,25,0,1779016372115,1779016372326,1779016372354,211,239,211
5,B52,200,0,1779016372339,1779016372360,1779016372565,21,226,21
4,Margarita,75,0,1779016372389,1779016372573,1779016372653,184,264,184
7,Draft Beer,50,0,1779016372405,1779016372661,1779016372716,256,311,256
6,Cider,25,0,1779016372424,1779016372724,1779016372752,300,328,300
9,Cosmopolitan,65,0,1779016372433,1779016372759,1779016372825,326,392,326
8,White Wine,25,0,1779016372459,1779016372832,1779016372862,373,403,373
5,Tequila shot,20,0,1779016372578,1779016372870,1779016372894,292,316,292
4,Draft Beer,50,0,1779016372739,1779016372901,1779016372956,162,217,162
7,Draft Beer,50,0,1779016372819,1779016372964,1779016373018,145,199,145
6,White Wine,25,0,1779016372857,1779016373026,1779016373051,169,194,169
9,Cosmopolitan,65,0,1779016372881,1779016373059,1779016373126,178,245,178
5,Pina Colada,100,0,1779016372898,1779016373133,1779016373239,235,341,235
8,Cider,25,0,1779016373015,1779016373246,1779016373277,231,262,231
9,Vodka shot,20,0,1779016373181,1779016373284,1779016373309,103,128,103
6,White Wine,25,0,1779016373206,1779016373317,1779016373347,111,141,111
9,Mojito,75,0,1779016373313,1779016373355,1779016373435,42,122,42
8,Gin and Tonic,40,0,1779016373382,1779016373443,1779016373487,61,105,61
6,Vodka shot,20,0,1779016373503,1779016373503,1779016373524,0,21,0
8,Margarita,75,0,1779016373603,1779016373603,1779016373681,0,78,0
8,Margarita,75,0,1779016373765,1779016373766,1779016373844,1,79,1
8,Red Wine,25,0,1779016373929,1779016373930,1779016373959,1,30,1
0,Beer,25,0,1779016392699,1779016392699,1779016392724,0,25,0
1,Draft Beer,50,0,1779016392823,1779016392823,1779016392878,0,55,0
0,B52,200,0,1779016392830,1779016392885,1779016393090,55,260,55
1,B52,200,0,1779016392983,1779016393096,1779016393300,113,317,113
0,Gin and Tonic,40,0,1779016393101,1779016393307,1779016393350,206,249,206
2,White Wine,25,0,1779016393305,1779016393357,1779016393386,52,81,52
1,Red Wine,25,0,1779016393313,1779016393393,1779016393421,80,108,80
3,Margarita,75,0,1779016393393,1779016393428,1779016393508,35,115,35
0,Beer,25,0,1779016393466,1779016393515,1779016393541,49,75,49
2,Gin and Tonic,40,0,1779016393541,1779016393548,1779016393589,7,48,7
1,Margarita,75,0,1779016393577,1779016393595,1779016393670,18,93,18
3,Cider,25,0,1779016393593,1779016393678,1779016393705,85,112,85
4,Draft Beer,50,0,1779016393632,1779016393713,1779016393768,81,136,81
2,Tequila shot,20,0,1779016393704,1779016393774,1779016393800,70,96,70
1,Martini,60,0,1779016393755,1779016393806,1779016393872,51,117,51
2,Bloody Mary,70,0,1779016393804,1779016393878,1779016393953,74,149,74
3,Cider,25,0,1779016393809,1779016393960,1779016393990,151,181,151
4,Bloody Mary,70,0,1779016393874,1779016393998,1779016394072,124,198,124
1,Beer,25,0,1779016393987,1779016394079,1779016394104,92,117,92
3,Mojito,75,0,1779016394095,1779016394110,1779016394190,15,95,15
2,Cider,25,0,1779016394105,1779016394198,1779016394223,93,118,93
4,White Wine,25,0,1779016394226,1779016394231,1779016394261,5,35,5
3,Cider,25,0,1779016394303,1779016394303,1779016394329,0,26,0
2,Margarita,75,0,1779016394329,1779016394336,1779016394416,7,87,7
5,Vodka shot,20,0,1779016394376,1779016394423,1779016394444,47,68,47
4,Draft Beer,50,0,1779016394415,1779016394452,1779016394505,37,90,37
3,White Wine,25,0,1779016394434,1779016394513,1779016394543,79,109,79
5,Mojito,75,0,1779016394449,1779016394550,1779016394629,101,180,101
2,Tequila shot,20,0,1779016394500,1779016394637,1779016394657,137,157,137
6,White Wine,25,0,1779016394565,1779016394664,1779016394691,99,126,99
4,Red Wine,25,0,1779016394609,1779016394698,1779016394728,89,119,89
2,Beer,25,0,1779016394661,1779016394734,1779016394764,73,103,73
6,Draft Beer,50,0,1779016394846,1779016394846,1779016394900,0,54,0
4,Red Wine,25,0,1779016394883,1779016394908,1779016394937,25,54,25
6,Draft Beer,50,0,1779016395005,1779016395005,1779016395057,0,52,0
4,White Wine,25,0,1779016395089,1779016395089,1779016395114,0,25,0
4,Vodka shot,20,0,1779016395270,1779016395271,1779016395296,1,26,1
7,Cider,25,0,1779016395428,1779016395428,1779016395456,0,28,0
8,Red Wine,25,0,1779016395507,1779016395507,1779016395534,0,27,0
7,Pina Colada,100,0,1779016395561,1779016395561,1779016395666,0,105,0
8,Cosmopolitan,65,0,1779016395684,1779016395684,1779016395754,0,70,0
7,Margarita,75,0,1779016395789,1779016395789,1779016395869,0,80,0
7,Tequila shot,20,0,1779016395949,1779016395949,1779016395970,0,21,0
7,Mojito,75,0,1779016395974,1779016395976,1779016396052,2,78,2
7,Gin and Tonic,40,0,1779016396167,1779016396167,1779016396210,0,43,0
9,Martini,60,0,1779016396770,1779016396770,1779016396834,0,64,0
0,Vodka shot,20,0,1779016414414,1779016414415,1779016414439,1,25,1
0,Gin and Tonic,40,0,1779016414444,1779016414463,1779016414508,19,64,19
0,Margarita,75,0,1779016414623,1779016414623,1779016414703,0,80,0
0,Cider,25,0,1779016414787,1779016414787,1779016414813,0,26,0
1,Vodka shot,20,0,1779016415559,1779016415559,1779016415581,0,22,0
2,Martini,60,0,1779016416266,1779016416266,1779016416330,0,64,0
2,Beer,25,0,1779016416444,1779016416444,1779016416472,0,28,0
3,Red Wine,25,0,1779016416512,1779016416512,1779016416543,0,31,0
2,Bloody Mary,70,0,1779016416575,1779016416575,1779016416648,0,73,0
3,Margarita,75,0,1779016416698,1779016416698,1779016416779,0,81,0
2,Pina Colada,100,0,1779016416801,1779016416801,1779016416903,0,102,0
3,Martini,60,0,1779016416864,1779016416911,1779016416975,47,111,47
4,Mojito,75,0,1779016416941,1779016416982,1779016417062,41,121,41
2,Gin and Tonic,40,0,1779016417029,1779016417070,1779016417114,41,85,41
3,Red Wine,25,0,1779016417090,1779016417121,1779016417152,31,62,31
4,Cosmopolitan,65,0,1779016417177,1779016417178,1779016417247,1,70,1
2,Martini,60,0,1779016417229,1779016417255,1779016417316,26,87,26
4,Tequila shot,20,0,1779016417298,1779016417323,1779016417348,25,50,25
5,Vodka shot,20,0,1779016417301,1779016417356,1779016417379,55,78,55
3,Martini,60,0,1779016417307,1779016417387,1779016417450,80,143,80
4,Cosmopolitan,65,0,1779016417352,1779016417458,1779016417525,106,173,106
2,Martini,60,0,1779016417432,1779016417533,1779016417598,101,166,101
6,Draft Beer,50,0,1779016417540,1779016417605,1779016417656,65,116,65
3,Red Wine,25,0,1779016417566,1779016417663,1779016417691,97,125,97
4,Margarita,75,0,1779016417578,1779016417700,1779016417780,122,202,122
2,Cider,25,0,1779016417711,1779016417788,1779016417818,77,107,77
6,Draft Beer,50,0,1779016417758,1779016417825,1779016417880,67,122,67
4,Beer,25,0,1779016417863,1779016417887,1779016417917,24,54,24
6,Gin and Tonic,40,0,1779016417985,1779016417985,1779016418030,0,45,0
7,Beer,25,0,1779016418009,1779016418037,1779016418064,28,55,28
6,B52,200,0,1779016418142,1779016418142,1779016418347,0,205,0
7,Red Wine,25,0,1779016418170,1779016418354,1779016418381,184,211,184
6,Gin and Tonic,40,0,1779016418360,1779016418389,1779016418434,29,74,29
8,Martini,60,0,1779016418514,1779016418515,1779016418576,1,62,1
7,Martini,60,0,1779016418537,1779016418583,1779016418644,46,107,46
8,Red Wine,25,0,1779016418690,1779016418690,1779016418718,0,28,0
7,Red Wine,25,0,1779016418757,1779016418757,1779016418783,0,26,0
7,B52,200,0,1779016418938,1779016418938,1779016419139,0,201,0
9,Margarita,75,0,1779016420165,1779016420165,1779016420245,0,80,0
9,B52,200,0,1779016420330,1779016420330,1779016420531,0,201,0
9,Tequila shot,20,0,1779016420544,1779016420544,1779016420569,0,25,0
9,Vodka shot,20,0,1779016420574,1779016420577,1779016420598,3,24,3
9,Vodka shot,20,0,1779016420602,1779016420605,1779016420630,3,28,3
9,Mojito,75,0,1779016420634,1779016420637,1779016420715,3,81,3
9,White Wine,25,0,1779016420831,1779016420831,1779016420861,0,30,0
0,Vodka shot,20,0,1779016444516,1779016444516,1779016444541,0,25,0
0,B52,200,0,1779016444545,1779016444558,1779016444763,13,218,13
0,Tequila shot,20,0,1779016444777,1779016444777,1779016444801,0,24,0
1,Red Wine,25,0,1779016444802,1779016444809,1779016444838,7,36,7
1,Bloody Mary,70,0,1779016444991,1779016444991,1779016445066,0,75,0
1,Red Wine,25,0,1779016445221,1779016445221,1779016445248,0,27,0
1,Pina Colada,100,0,1779016445404,1779016445404,1779016445506,0,102,0
2,B52,200,0,1779016445502,1779016445513,1779016445713,11,211,11
1,Tequila shot,20,0,1779016445627,1779016445720,1779016445745,93,118,93
2,Cosmopolitan,65,0,1779016445726,1779016445751,1779016445820,25,94,25
2,Tequila shot,20,0,1779016445872,1779016445872,1779016445897,0,25,0
2,Mojito,75,0,1779016445901,1779016445902,1779016445982,1,81,1
3,Cider,25,0,1779016446832,1779016446832,1779016446862,0,30,0
3,Vodka shot,20,0,1779016446965,1779016446965,1779016446990,0,25,0
3,Bloody Mary,70,0,1779016446994,1779016446997,1779016447073,3,79,3
4,Draft Beer,50,0,1779016447061,1779016447080,1779016447134,19,73,19
5,Gin and Tonic,40,0,1779016447201,1779016447201,1779016447242,0,41,0
3,Cider,25,0,1779016447228,1779016447249,1779016447277,21,49,21
4,Mojito,75,0,1779016447236,1779016447284,1779016447362,48,126,48
6,Cosmopolitan,65,0,1779016447299,1779016447368,1779016447438,69,139,69
5,Draft Beer,50,0,1779016447353,1779016447445,1779016447498,92,145,92
3,B52,200,0,1779016447380,1779016447505,1779016447706,125,326,125
4,Cider,25,0,1779016447476,1779016447714,1779016447743,238,267,238
6,Vodka shot,20,0,1779016447491,1779016447751,1779016447776,260,285,260
5,Martini,60,0,1779016447602,1779016447783,1779016447849,181,247,181
7,B52,200,0,1779016447740,1779016447856,1779016448061,116,321,116
4,Cosmopolitan,65,0,1779016447848,1779016448068,1779016448138,220,290,220
8,Bloody Mary,70,0,1779016447936,1779016448146,1779016448221,210,285,210
5,Gin and Tonic,40,0,1779016447959,1779016448229,1779016448274,270,315,270
7,Margarita,75,0,1779016448074,1779016448281,1779016448361,207,287,207
4,Cider,25,0,1779016448194,1779016448368,1779016448398,174,204,174
8,Cider,25,0,1779016448377,1779016448406,1779016448433,29,56,29
5,Red Wine,25,0,1779016448385,1779016448441,1779016448469,56,84,56
7,Gin and Tonic,40,0,1779016448446,1779016448476,1779016448521,30,75,30
4,Tequila shot,20,0,1779016448504,1779016448527,1779016448552,23,48,23
8,Beer,25,0,1779016448534,1779016448559,1779016448589,25,55,25
4,Pina Colada,100,0,1779016448556,1779016448597,1779016448698,41,142,41
7,Gin and Tonic,40,0,1779016448636,1779016448705,1779016448750,69,114,69
7,Gin and Tonic,40,0,1779016448866,1779016448866,1779016448909,0,43,0
7,B52,200,0,1779016449025,1779016449025,1779016449230,0,205,0
9,White Wine,25,0,1779016449656,1779016449656,1779016449685,0,29,0
9,White Wine,25,0,1779016449839,1779016449839,1779016449870,0,31,0
9,Cider,25,0,1779016450025,1779016450026,1779016450053,1,28,1
9,Mojito,75,0,1779016450158,1779016450158,1779016450239,0,81,0
9,Pina Colada,100,0,1779016450354,1779016450355,1779016450458,1,104,1
9,Bloody Mary,70,0,1779016450582,1779016450582,1779016450657,0,75,0
9,Draft Beer,50,0,1779016450812,1779016450812,1779016450862,0,50,0
0,Red Wine,25,0,1779016475644,1779016475645,1779016475672,1,28,1
0,Vodka shot,20,0,1779016475828,1779016475828,1779016475853,0,25,0
0,Bloody Mary,70,0,1779016475857,1779016475860,1779016475932,3,75,3
1,Vodka shot,20,0,1779016475919,1779016475939,1779016475964,20,45,20
2,Mojito,75,0,1779016476204,1779016476204,1779016476282,0,78,0
2,Martini,60,0,1779016476397,1779016476398,1779016476461,1,64,1
2,Gin and Tonic,40,0,1779016476576,1779016476576,1779016476621,0,45,0
2,Margarita,75,0,1779016476737,1779016476738,1779016476817,1,80,1
2,Martini,60,0,1779016476901,1779016476902,1779016476962,1,61,1
2,Tequila shot,20,0,1779016477078,1779016477078,1779016477103,0,25,0
2,Cosmopolitan,65,0,1779016477108,1779016477110,1779016477176,2,68,2
3,White Wine,25,0,1779016477152,1779016477184,1779016477214,32,62,32
2,Beer,25,0,1779016477231,1779016477231,1779016477261,0,30,0
4,Beer,25,0,1779016477239,1779016477268,1779016477298,29,59,29
5,Pina Colada,100,0,1779016477274,1779016477305,1779016477410,31,136,31
3,Cider,25,0,1779016477367,1779016477418,1779016477447,51,80,51
6,Mojito,75,0,1779016477411,1779016477454,1779016477531,43,120,43
5,Red Wine,25,0,1779016477536,1779016477539,1779016477567,3,31,3
3,Cider,25,0,1779016477551,1779016477574,1779016477602,23,51,23
6,Tequila shot,20,0,1779016477646,1779016477646,1779016477668,0,22,0
6,Cider,25,0,1779016477672,1779016477675,1779016477701,3,29,3
3,Vodka shot,20,0,1779016477706,1779016477709,1779016477732,3,26,3
7,Martini,60,0,1779016477714,1779016477740,1779016477803,26,89,26
3,Bloody Mary,70,0,1779016477736,1779016477810,1779016477884,74,148,74
6,B52,200,0,1779016477806,1779016477891,1779016478094,85,288,85
7,Mojito,75,0,1779016477919,1779016478100,1779016478180,181,261,181
3,Bloody Mary,70,0,1779016478039,1779016478188,1779016478261,149,222,149
7,Tequila shot,20,0,1779016478296,1779016478296,1779016478318,0,22,0
7,Cosmopolitan,65,0,1779016478323,1779016478326,1779016478396,3,73,3
3,B52,200,0,1779016478415,1779016478415,1779016478620,0,205,0
7,Beer,25,0,1779016478452,1779016478627,1779016478657,175,205,175
3,Vodka shot,20,0,1779016478632,1779016478664,1779016478689,32,57,32
8,Vodka shot,20,0,1779016478744,1779016478745,1779016478767,1,23,1
7,Martini,60,0,1779016478758,1779016478774,1779016478837,16,79,16
8,Pina Colada,100,0,1779016478771,1779016478844,1779016478949,73,178,73
9,Pina Colada,100,0,1779016479034,1779016479035,1779016479137,1,103,1
8,B52,200,0,1779016479074,1779016479144,1779016479350,70,276,70
9,Vodka shot,20,0,1779016479259,1779016479357,1779016479383,98,124,98
8,Pina Colada,100,0,1779016479363,1779016479390,1779016479493,27,130,27
9,Mojito,75,0,1779016479387,1779016479499,1779016479577,112,190,112
8,Beer,25,0,1779016479617,1779016479618,1779016479647,1,30,1
9,Gin and Tonic,40,0,1779016479692,1779016479692,1779016479734,0,42,0
9,Pina Colada,100,0,1779016479849,1779016479849,1779016479954,0,105,0
0,Red Wine,25,0,1779016501274,1779016501275,1779016501301,1,27,1
0,Vodka shot,20,0,1779016501457,1779016501457,1779016501482,0,25,0
1,Pina Colada,100,0,1779016501485,1779016501490,1779016501595,5,110,5
0,Bloody Mary,70,0,1779016501486,1779016501607,1779016501682,121,196,121
1,B52,200,0,1779016501726,1779016501726,1779016501928,0,202,0
1,Mojito,75,0,1779016501940,1779016501940,1779016502019,0,79,0
1,Martini,60,0,1779016502133,1779016502134,1779016502198,1,65,1
2,Gin and Tonic,40,0,1779016502233,1779016502233,1779016502275,0,42,0
1,Pina Colada,100,0,1779016502314,1779016502314,1779016502418,0,104,0
3,Pina Colada,100,0,1779016502521,1779016502521,1779016502626,0,105,0
1,Margarita,75,0,1779016502540,1779016502633,1779016502712,93,172,93
4,Vodka shot,20,0,1779016502676,1779016502719,1779016502744,43,68,43
3,Vodka shot,20,0,1779016502748,1779016502750,1779016502774,2,26,2
4,Pina Colada,100,0,1779016502748,1779016502781,1779016502887,33,139,33
3,White Wine,25,0,1779016502778,1779016502894,1779016502923,116,145,116
5,Martini,60,0,1779016502860,1779016502931,1779016502996,71,136,71
6,Margarita,75,0,1779016502901,1779016503004,1779016503081,103,180,103
4,Martini,60,0,1779016503012,1779016503088,1779016503154,76,142,76
3,B52,200,0,1779016503076,1779016503161,1779016503366,85,290,85
5,Cosmopolitan,65,0,1779016503112,1779016503374,1779016503444,262,332,262
6,Vodka shot,20,0,1779016503166,1779016503451,1779016503475,285,309,285
4,Vodka shot,20,0,1779016503270,1779016503482,1779016503506,212,236,212
6,Margarita,75,0,1779016503479,1779016503514,1779016503594,35,115,35
5,Draft Beer,50,0,1779016503495,1779016503602,1779016503656,107,161,107
7,Margarita,75,0,1779016503644,1779016503663,1779016503740,19,96,19
5,Cosmopolitan,65,0,1779016503760,1779016503760,1779016503827,0,67,0
7,Mojito,75,0,1779016503823,1779016503834,1779016503909,11,86,11
8,Martini,60,0,1779016503858,1779016503916,1779016503980,58,122,58
